ID,Author,Year_paper,Title,LontitudeE,LatitudeN,Province,Site,Rainfall[mm/year],Year_experiment,FieldType,Treatment,SamplingDepth[cm],SoilType,Soil_type_FAO1,Soil_type_FAO2,pH_h2o[],BulkDensity[g/cm3],SOM[g/kg],CEC[cmol/kg],clay[%],Silt[%],Sand[%],Alox[mg/kg],Feox[mg/kg],Fe[mmol/kg],Al[mmol/kg],Extractant,CaCO3[g/kg],CaM3[mmol/kg],WaterP[mg/kg],CaCl2P[mg/kg],OlsenP[mg/kg],OxalateP[mg/kg],BrayP[mg/kg],CALP[mg/kg],M3P[mg/kg],TotalP[mg/kg],Qmax,Qmax_Unit,KL,KLNEW,KL_Unit,KL_UnitNEW,EPC0[mg/L],MBC,MBC_eq,MBC_unit,PBC,PBC_eq,PBC_unit,MPBC,MPBC_eq,MPBC_unit,DPS[%],DPS_eq,DPS_unit,PAC,PAC_eq,PAC_unit,PSI,PSI_eq,EPC0,
244,Bin Wang,2013,长期施肥条件下灰漠土磷的吸附与解析特征,87.78,44.59,Xinjiang,Ulumuqi,,2011,cropland,NPKS,0-20,灰漠土,Calcisols,Calcisols,9.26,1.52,13.41,,,,,,,,,,NA,,,1.39,8.93,,,,,720,236.1,mg/kg,0.1674,0.1674,L/mg,L/mg,,,,,,,,,,,3.87,,,,,,,,,
245,XiaoyunWang ,2014,西召溪流域沉积物及土壤对磷吸附/解析特性研究,119.47,30.62,Zhejiang,Anji,,2010,paddy soil,,0-20,红壤,Anthrosols,Anthrosols,,,,41.5,,,,383.46,1724.03,,,"acid ammonium oxalate(chi et al., 2008)",NA,,,,,,,,,1189,566.45,mg/kg,0.47,,?,,,,,,,,,,,,,,,,,,,,,
246,XiaoyunWang ,2014,西召溪流域沉积物及土壤对磷吸附/解析特性研究,119.47,30.62,Zhejiang,Anji,,2010,paddy soil,,0-20,红壤,Anthrosols,Anthrosols,,,,37,,,,320.2,858.93,,,"acid ammonium oxalate(chi et al., 2008)",NA,,,,,,,,,898,208.59,mg/kg,1.08,,?,,,,,,,,,,,,,,,,,,,,,
247,XiaoyunWang ,2014,8,119.47,30.62,Zhejiang,Anji,,2010,sediment,,0-20,红壤,Anthrosols,Anthrosols,,,,42.7,,,,430.9,1142.38,,,"acid ammonium oxalate(chi et al., 2008)",NA,,,,,,,,,1187,393.5,mg/kg,0.49,,?,,,,,,,,,,,,,,,,,,,,,
248,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,103.85,29.49,Sichuan,Leshan,,2009,cropland,,0-20,酸性紫色土,Inceptisols,Inceptisols,5.3,,20.6,,38,42,20,1330,1130,20.17857143,49.25925926,acid ammonium oxalate,NA,,,,87.2,,,,,700,384.62,mg/kg,0.15,0.081,?,L/mg,0.33,,,,,,,,,,,,,,,,,,,
249,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,103.85,29.49,Sichuan,Leshan,,2009,paddy,,0-20,酸性水稻土,Inceptisols,Inceptisols,5.4,,24.5,,49,32,19,2830,2080,37.14285714,104.8148148,acid ammonium oxalate,NA,,,,11.3,,,,,500,526.32,mg/kg,0.28,0.14,?,L/mg,0.19,,,,,,,,,,,,,,,,,,,
250,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,106.4,29.81,Chongqing,beibei,,2009,cropland,,0-20,中性紫色土,Inceptisols,Inceptisols,6.5,,18.7,,48,34,18,190,1410,25.17857143,7.037037037,acid ammonium oxalate,16.4,,,,24.4,,,,,2200,588.24,mg/kg,0.23,0.06,?,L/mg,0.14,,,,,,,,,,,,,,,,,,,
251,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,106.4,29.81,Chongqing,beibei,,2009,paddy,,0-20,中性水稻土,Anthrosols,Anthrosols,6.7,,47.8,,41,38,21,410,2620,46.78571429,15.18518519,acid ammonium oxalate,24.7,,,,23.9,,,,,1200,909.09,mg/kg,0.37,0.04,?,L/mg,0.22,,,,,,,,,,,,,,,,,,,
252,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,103.85,29.48,Sichuan,Leshan,,2009,cropland,,0-20,石灰性紫色土,Inceptisols,Inceptisols,8.3,,12,,29,50,21,70,720,12.85714286,2.592592593,acid ammonium oxalate,58.4,,,,9.8,,,,,200,178.57,mg/kg,0.39,0.07,?,L/mg,0.12,,,,,,,,,,,,,,,,,,,
253,YanWang,2011,四川盆地丘陵区农田土壤对磷的吸附与解析特征,103.85,29.48,Sichuan,Leshan,,2009,paddy,,0-20,石灰性水稻土,Anthrosols,Anthrosols,8.3,,17.7,,24,55,21,120,1520,27.14285714,4.444444444,acid ammonium oxalate,62,,,,15.5,,,,,600,384.62,mg/kg,0.34,0.18,?,L/mg,0.07,,,,,,,,,,,,,,,,,,,
254,YaojingWang,2012,施用高炉渣对土壤磷吸附解吸特性的影响,123.29,41.89,Liaoning,Shenyang,,,,,0-20,壤质草甸土,Fluvisols,Fluvisols,5.56,,15.795288,34,21,,,,,,,,,,,,7.12,,,,,,539.9,mg/kg,0.373,0.18,?,L/mg,,,,,,,,,,,,,,,,,,,,
255,YaoXia,2002,几种水稻土对磷的吸附与解析特性研究,120.31,31.5,Jiangsu,Wuxi,,,,,,黄泥土,Fluvisols,Fluvisols,5.93,,16.5,,,,,,,,,,NA,,,,8,,,,,,427.2,mg/kg,0.43,0.43,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
256,YaoXia,2002,几种水稻土对磷的吸附与解析特性研究,111.5,29.13,Hunan,Taoyuan,,,,,,红壤,Ferralosols,Ferralosols,4.53,,18.3,,,,,,,,,,NA,,,,21.7,,,,,,545.3,mg/kg,0.44,0.44,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
257,YaoXia,2002,几种水稻土对磷的吸附与解析特性研究,120.5,33.2,Jiangsu,Dafeng,,,,,,砂性轻盐土,Solonets,Solonets,7.87,,24.7,,,,,,,,,,40.3,,,,13,,,,,,148.2,mg/kg,0.035,0.035,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
258,YaoXia,2002,几种水稻土对磷的吸附与解析特性研究,119.73,32.28,Jiangsu,Yangzhong,,,,,,夹砂土,Fluvisols,Fluvisols,7.69,,27.8,,,,,,,,,,40.7,,,,16.5,,,,,,371.1,mg/kg,0.081,0.081,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
259,YaoXia,2002,几种水稻土对磷的吸附与解析特性研究,119.73,32.28,Jiangsu,Yangzhong,,,,,,淤泥土,Anthrosols,Anthrosols,7.91,,21.3,,,,,,,,,,21.7,,,,7.85,,,,,,490.3,mg/kg,0.14,0.14,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
260,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,103.63,29.26,Sichuan,Leshan,,,forest,,0-15,酸性紫色土,Inceptisols,Inceptisols,4.17,,17.61,21,8.14,18.3,73.5,,,,,,,,,,2.08,,,,,653,320.82,mg/kg,0.06,0.06,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
261,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,103.63,29.26,Sichuan,Leshan,,,cropland,,0-15,酸性紫色土,Inceptisols,Inceptisols,5.39,,15.82,21,2.03,19.1,78.9,,,,,,,,,,10.8,,,,,668,246.02,mg/kg,0.04,0.04,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
262,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,108.04,30.33,Sichuan,Zhongxian,,,forest,,0-15,中性紫色土,Inceptisols,Inceptisols,6.53,,18.01,80,6.1,43.1,50.7,,,,,,,,,,6.54,,,,,520,571.45,mg/kg,0.07,0.07,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
263,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,108.04,30.33,Sichuan,Zhongxian,,,cropland,,0-15,中性紫色土,Inceptisols,Inceptisols,6.24,,16.85,80,3.66,47.9,48.3,,,,,,,,,,17.71,,,,,816,394.36,mg/kg,0.18,0.18,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
264,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,105.38,31.2,Sichuan,Yanting,,,fore,,0-15,石灰性紫色土,Inceptisols,Inceptisols,8.18,,26.36,45,14.4,23.9,61.7,,,,,,,,,,2.84,,,,,336,615.81,mg/kg,0.18,0.18,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
265,YiXiao,2015,丘陵区紫色土不同土地利用方式下磷的吸附解吸特性,105.38,31.2,Sichuan,Yanting,,,cropland,,0-15,石灰性紫色土,Inceptisols,Inceptisols,8.36,,10.13,45,20.38,32.8,46.8,,,,,,,,,,6.71,,,,,302,454.55,mg/kg,0.05,0.05,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
266,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,119.02,31.66,Jiangsu,Lishui,,2005,paddy soil,,0-10,浅育型水稻土,Anthrosols,Anthrosols,7.45,,14.1,34,37.2,,,,,,,,,,,,,,,,,,581.01,mg/kg,0.344,0.344,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,9.892,,,
267,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,119.02,31.66,Jiangsu,Lishui,,2005,paddy soil,,10~20,浅育型水稻土,Anthrosols,Anthrosols,7.33,,11.1,34,36.5,,,,,,,,,,,,,,,,,,526.24,mg/kg,0.396,0.396,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,9.604,,,
268,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,118.82,31.33,Jiangsu,Gaochun,,2005,paddy soil,,0-10,渗育型水稻土,Anthrosols,Anthrosols,5.29,,15.3,41,39.7,,,,,,,,,,,,,,,,,,504.29,mg/kg,0.261,0.261,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,8.525,,,
269,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,118.82,31.33,Jiangsu,Gaochun,,2005,paddy soil,,10~20,渗育型水稻土,Anthrosols,Anthrosols,6.04,,13,41,38.6,,,,,,,,,,,,,,,,,,499.46,mg/kg,0.409,0.409,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,8.583,,,
270,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,118.93,32.42,Jiangsu,Liuhe,,2005,paddy soil,,0-10,潴育型水稻土,Anthrosols,Anthrosols,5.69,,27.1,37,41.38,,,,,,,,,,,,,,,,,,546.69,mg/kg,0.333,0.333,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,9.518,,,
271,Xuejian Xie,2008,三种水稻土对磷的吸附解吸特性,118.93,32.42,Jiangsu,Liuhe,,2005,paddy soil,,10~20,潴育型水稻土,Anthrosols,Anthrosols,6.03,,25.4,37,38.2,,,,,,,,,,,,,,,,,,507.92,mg/kg,0.48,0.48,L/mg,L/mg,,,,,,,,,,,,,,,,X/logC,8.528,,,
272,Jidong Xiong,2011,江华国家烟草示范基地土壤磷的吸附与解析特征,112.32,25.62,Hunan,Yongzhou,,2009,tobacco,,0-20,红壤,Ferrosols,Ferrosols,5.68,,24.18,,,,,,,,,,,,,,4.5,,,,,150,2000,mg/kg,0.135,,,,,,,,,,,,,,1.67,OlsenP/Xm,%,,,,,,,
273,Jidong Xiong,2011,江华国家烟草示范基地土壤磷的吸附与解析特征,112.32,25.62,Hunan,Yongzhou,,2009,tobacco,,0-20,红壤,Ferrosols,Ferrosols,5.44,,25.41,,,,,,,,,,,,,,4.21,,,,,400,2500,mg/kg,0.182,,,,,,,,,,,,,,0.93,OlsenP/Xm,%,,,,,,,
274,Jidong Xiong,2011,江华国家烟草示范基地土壤磷的吸附与解析特征,112.32,25.62,Hunan,Yongzhou,,2009,tobacco,,0-20,红壤,Ferrosols,Ferrosols,5.94,,21.42,,,,,,,,,,,,,,4.38,,,,,240,1428.6,mg/kg,0.212,,,,,,,,,,,,,,1.45,OlsenP/Xm,%,,,,,,,
275,Xiaoyan Yang,2013,典型黑土区水土保持土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-40,黑土,Phaeozems,Phaeozems,6.11,1.22,45.3,,,,,,,,,,,,,,2.2,,,,,640,636.54,mg/kg,0.0039,0.0039,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
276,Xiaoyan Yang,2013,典型黑土区水土保持土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-40,黑土,Phaeozems,Phaeozems,6.05,1.07,64.4,,,,,,,,,,,,,,0.8,,,,,800,725.77,mg/kg,0.0024,0.0024,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
277,Xiaoyan Yang,2013,典型黑土区水土保持土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-40,黑土,Phaeozems,Phaeozems,6.02,1.06,71.8,,,,,,,,,,,,,,2.9,,,,,1040,686.2,mg/kg,0.0033,0.0033,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
278,Xiaoyan Yang,2013,典型黑土区水土保持土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,grassland,,0-40,黑土,Phaeozems,Phaeozems,6.38,1.03,62,,,,,,,,,,,,,,5.6,,,,,950,820.93,mg/kg,0.0041,0.0041,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
279,Xiaoyan Yang,2014,黑土区不同林龄落叶松人工林土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-10,黑土,Phaeozems,Phaeozems,6.12,1.25,41.01396,,20.36,,,,,,,,,,,,8.39,,,,,670,692.24,mg/kg,0.0031,0.0031,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
280,Xiaoyan Yang,2014,黑土区不同林龄落叶松人工林土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-10,黑土,Phaeozems,Phaeozems,5.94,1.21,42.51384,,31.47,,,,,,,,,,,,2.27,,,,,760,759.41,mg/kg,0.0033,0.0033,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
281,Xiaoyan Yang,2014,黑土区不同林龄落叶松人工林土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-10,黑土,Phaeozems,Phaeozems,5.98,1.06,45.20328,,40.83,,,,,,,,,,,,2.7,,,,,670,699.88,mg/kg,0.0031,0.0031,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
282,Xiaoyan Yang,2014,黑土区不同林龄落叶松人工林土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-10,黑土,Phaeozems,Phaeozems,5.77,1.2,45.03088,,35.64,,,,,,,,,,,,1.81,,,,,660,700.62,mg/kg,0.003,0.003,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
283,Xiaoyan Yang,2014,黑土区不同林龄落叶松人工林土壤磷的吸附与解析特性,125.39,48.31,Heilongjiang,克山,,2011,forest,,0-10,黑土,Phaeozems,Phaeozems,6.07,1.1,59.02976,,34.29,,,,,,,,,,,,2.83,,,,,840,678.88,mg/kg,0.0028,0.0028,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
284,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,124.85,45.18,Jilin,Songyuan,,,paddy soil,,0-10,,Anthrosols,Anthrosols,8.57,,2.75,,,,,,,,,,,,,,,,,,,550,624.2,mg/kg,0.13,0.13,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
285,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,117.06,30.54,Anhui,Anqing,,,paddy soil,,0-10,,Anthrosols,Anthrosols,5.17,,4.1,,,,,,,,,,,,,,,,,,,560,666.7,mg/kg,1.88,1.88,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
286,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,111.47,27.24,Hunan,Shaoyang,,,paddy soil,,0-10,,Anthrosols,Anthrosols,5.89,,3.96,,,,,,,,,,,,,,,,,,,1640,526.3,mg/kg,0.76,0.76,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
287,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,121.57,29.92,Zhejiang,Ningbo,,,paddy soil,,0-10,,Anthrosols,Anthrosols,6.16,,3.9,,,,,,,,,,,,,,,,,,,2290,400,mg/kg,0.09,0.09,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
288,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,120.68,28.03,Zhejiang,Wenzhou,,,paddy soil,,0-10,,Anthrosols,Anthrosols,7.26,,2.95,,,,,,,,,,,,,,,,,,,1410,625,mg/kg,1,1,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
289,Ruixia Yuan,2014,中国主要水稻种植区土壤对磷的吸附与解析特性,120.68,28.03,Zhejiang,Wenzhou,,,paddy soil,,0-10,,Anthrosols,Anthrosols,5.52,,14.09,,,,,,,,,,,,,,,,,,,1760,5000,mg/kg,4,4,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
290,Haitao Zhang,2008,磷肥和有机肥对不同磷水平土壤磷吸附-解析的影响,115.65,39.02,Hebei,Baoding,,,cropland,,,褐潮土,Fluvisols,Fluvisols,7.8,,17.37792,,,,,,,,,,,,1.9,,25.2,,,,,801,357,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
291,Haitao Zhang,2008,磷肥和有机肥对不同磷水平土壤磷吸附-解析的影响,115.65,39.02,Hebei,Baoding,,,cropland,,,褐潮土,Fluvisols,Fluvisols,7.8,,21.27416,,,,,,,,,,,,8.7,,123,,,,,1500,283,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
292,Haitao Zhang,2008,磷肥和有机肥对不同磷水平土壤磷吸附-解析的影响,115.65,39.02,Hebei,Baoding,,,cropland,,,褐潮土,Fluvisols,Fluvisols,7.7,,27.3254,,,,,,,,,,,,55.8,,317,,,,,2177,175,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
293,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Shizuishan,,1992,,,,灌淤土,Anthrosols,Anthrosols,8.32,,15,,,,,,,,,,102,,,,10.7,,,,,,317.3,mg/kg,0.132,0.132,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
294,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Shizuishan,,1992,,,,灌淤土,Anthrosols,Anthrosols,7.93,,13,,,,,,,,,,129,,,,22.7,,,,,,368.3,mg/kg,0.078,0.078,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
295,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Shizuishan,,1992,,,,灌淤土,Anthrosols,Anthrosols,7.93,,14,,,,,,,,,,125,,,,15.3,,,,,,370,mg/kg,0.08,0.08,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
296,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Shizuishan,,1992,,,,灌淤土,Anthrosols,Anthrosols,8.3,,13,,,,,,,,,,130,,,,15,,,,,,505.7,mg/kg,0.08,0.08,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
297,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Shizuishan,,1992,,,,灌淤土,Anthrosols,Anthrosols,7.93,,14,,,,,,,,,,136,,,,14.9,,,,,,517,mg/kg,0.075,0.075,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
298,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.37,38.86,Ningxia,Shizuishan,,1992,,,,龟裂碱土,Solonets,Solonets,8.81,,5.6,,,,,,,,,,101,,,,6.9,,,,,,296.7,mg/kg,0.17,0.17,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
299,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.67,39.1,Ningxia,Yinchuan,,1992,,,,盐化碱土,Solonets,Solonets,9.44,,11,,,,,,,,,,130,,,,10.4,,,,,,441.8,mg/kg,0.117,0.117,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
300,Yimin Zhang,1993,银北土壤对磷的吸附与解析初探,106.72,39.13,Ningxia,Yinchuan,,1992,,,,盐化潮土,Solonets,Solonets,8,,8.8,,,,,,,,,,151,,,,17.4,,,,,,653.8,mg/kg,0.117,0.117,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
301,Renying Li,2017,不同来源生物炭对土壤磷吸附解吸的影响,118.71,32.21,Jiangsu,Nanjing,,,paddy soil,,0-20,,Anthrosols,Anthrosols,6.8,,9.28,8,50,,,,,,,,,,,,6.89,,,,,,1056,mg/kg,0.021,,,,,,,,,,,,,,,,,,,,,,,
302,Yinfen Dai,2016,不同原料生物炭对磷的吸附-解吸能力及其对土壤磷吸附解吸的影响,102.86,25.05,Yunnan,Kunming,,2014,hill soil,,0-30,红壤,Ferrosols,Ferrosols,6.35,,16.5,,,,,,,,,,,,,,6.85,,,,,4700,1265.82,mg/kg,0.2015,0.2015,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
303,Guangrong Yang,2012,滇池流域农田不同土地利用方式对土壤磷素积累及其吸附的影响,102.73,24.7,Yunnan,Jinning,900,2009,cropland,,0-20,近中性粘红壤,Ferrosols,Ferrosols,7.5,,,,,,,,,,,,,,1.33,,3.73,,,,,1507,1381,mg/kg,0.1,0.1,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
304,Guangrong Yang,2012,滇池流域农田不同土地利用方式对土壤磷素积累及其吸附的影响,102.77,24.83,Yunnan,Chenggong,900,2009,cropland,,0-20,近中性粘红壤,Ferrosols,Ferrosols,6.4,,,,,,,,,,,,,,11.67,,89.33,,,,,1931,747,mg/kg,0.08,0.08,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
305,Guangrong Yang,2012,滇池流域农田不同土地利用方式对土壤磷素积累及其吸附的影响,102.73,24.7,Yunnan,Jinning,900,2009,cropland,,0-20,近中性粘红壤,Ferrosols,Ferrosols,6.8,,,,,,,,,,,,,,2.5,,73.65,,,,,1793,1154,mg/kg,0.13,0.13,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
306,Guangrong Yang,2012,滇池流域农田不同土地利用方式对土壤磷素积累及其吸附的影响,102.77,24.83,Yunnan,Chenggong,900,2009,cropland,,0-20,近中性粘红壤,Ferrosols,Ferrosols,6.7,,,,,,,,,,,,,,3.44,,43.57,,,,,1527,845,mg/kg,0.09,0.09,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
307,Quanneng Huang,1998,福建杉木林下红壤的磷素吸附与解吸特性,117.53,25.01,Fujian,Huaan,1700,1996,forest,,0-20,红壤,Ferrosols,Ferrosols,4.43,,52.4,,13.5,,,,,,,,,,,,1.23,,,,,210,544.2,mg/kg,0.281316552,,kj/mol,,,,,,,,,,,,,,,,,,,,,
308,Quanneng Huang,1998,福建杉木林下红壤的磷素吸附与解吸特性,117.53,25.01,Fujian,Huaan,1700,1996,forest,,0-20,红壤,Ferrosols,Ferrosols,4.78,,43.13,,14.7,,,,,,,,,,,,1.02,,,,,160,549.7,mg/kg,0.278501852,,kj/mol,,,,,,,,,,,,,,,,,,,,,
309,Quanneng Huang,1998,福建杉木林下红壤的磷素吸附与解吸特性,117.53,25.01,Fujian,Huaan,1700,1996,forest,,0-20,红壤,Ferrosols,Ferrosols,4.84,,23.04,,16.2,,,,,,,,,,,,0.59,,,,,110,699,mg/kg,0.219016406,,kj/mol,,,,,,,,,,,,,,,,,,,,,
310,YaojingWang,2012,硅对碱性水田土壤磷素吸附与解吸特性的影响,123.35,42.75,Liaoning,shenyang,,,paddy soil,,0-20,,Anthrosols,Anthrosols,8.2,,21.11,,,,,,,,,,,,,,18.74,,,,,,3333.333333,mg/kg,0.005952381,,,,,,,,,,,,,,,,,,,,,,,
311,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,120.76,30.76,Zhejiang,Jiaxing,,,paddy soil,,0-20,青紫泥田,Anthrosols,Anthrosols,6.2,,38.3,,39.3,,,,7300,130.3571429,,??,,,,,13.4,,,,,500,809.2,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
312,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,120.76,30.76,Zhejiang,Jiaxing,,,paddy soil,,0-20,黄斑田,Anthrosols,Anthrosols,6.1,,36.4,,31.1,,,,6300,112.5,,??,,,,,9.3,,,,,570,666.7,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
313,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,121.01,30.68,Zhejiang,Pinghu,,,paddy soil,,0-20,青粉泥田,Anthrosols,Anthrosols,6.3,,27.3,,23.7,,,,8600,153.5714286,,??,,,,,14.4,,,,,630,590.2,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
314,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,119.97,30.54,Zhejiang,Deqing,,,paddy soil,,0-20,硬泥田,Anthrosols,Anthrosols,6.3,,34.7,,32.3,,,,6100,108.9285714,,??,,,,,6.8,,,,,430,607.6,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
315,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,120.56,30.63,Zhejiang,Tongxiang,,,paddy soil,,0-20,小粉田,Anthrosols,Anthrosols,6.3,,27.6,,25.1,,,,5500,98.21428571,,??,,,,,9.7,,,,,540,548.6,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
316,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,119.91,31.03,Zhejiang,Changxing,,,paddy soil,,0-20,湖城白土田,Anthrosols,Anthrosols,5.8,,32.4,,22.8,,,,4700,83.92857143,,??,,,,,6.1,,,,,410,491.5,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
317,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,120.68,30.51,Zhejiang,Haining,,,paddy soil,,0-20,黄松田,Anthrosols,Anthrosols,6.9,,26.3,,18.1,,,,5200,92.85714286,,??,,,,,15.4,,,,,620,429.3,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
318,Mingkui Zhnag,2008,杭嘉湖平原水稻土磷的固定和释放特性研究,120.27,30.19,Zhejiang,Xiaoshan,,,paddy soil,,0-20,粉泥田,Anthrosols,Anthrosols,6.1,,24.3,,16.8,,,,6900,123.2142857,,??,,,,,7.8,,,,,520,415.2,mg/kg,,,,,,,,,,,,,,,,,,,,,,,,
319,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,113.64,28.17,Hunan,Liuyang,,2017,tobacco,,,红壤,Ferrosols,Ferrosols,7.1,,27.98,,,,,,,,,,,,3.8,,49.4,,,,,910,698.3,mg/kg,0.068,0.068,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
320,Ying Yu,2021,湖南主要植烟土壤磷的吸附与解吸特征研究,113.64,28.17,Hunan,Liuyang,,2017,tobacco,,,红壤,Ferrosols,Ferrosols,6.7,,23.26,,,,,,,,,,,,3.8,,65.7,,,,,940,775.5,mg/kg,0.028,0.028,L/mg,L/mg,,,,,,,,,,,,,,,,,,,,
