ID_new,ID,Author,year,title,longtitude,latitude,longtitude_temp,latitude_temp,province,site,depth,annual mean precipitation,annual mean temperature,landuse type,field type,soil type,soil_ty temp,soilty_usda,reference,ph,ph_extractant,som,som_unit,soc,soc_unit,tc,tc_unit,clay,clay_hwsd,silt,sand,caco3[g/kg],Alox[mg/kg],Feox[mg/kg],Pox[mg/kg],ref,pcacl2,pcacl2_unit,polsen[mg/kg],ptotal[g/kg],Qmax[mg/kg],Qmax_unit,KL[L/mg],KL_unit,
595,613,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,Fluvisols,,Oxisols,,4.66,h2o,50.64,g/kg,,,,,,,,,,980,2700,,Lu 2000,,,9.4,,452.01,mg/kg,0.76,L/mg,no totalP data
596,614,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,Inceptisols,,Inceptisols,,4.48,h2o,25.09,g/kg,,,,,,,,,,2000,3500,,Lu 2000,,,8.8,,745.07,mg/kg,1.5,L/mg,no totalP data
597,615,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,Inceptisols,,Inceptisols,,4.52,h2o,14.37,g/kg,,,,,,,,,,1900,3500,,Lu 2000,,,0.7,,729.98,mg/kg,0.66,L/mg,no totalP data
598,616,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,Inceptisols,,Inceptisols,,5.09,h2o,22.86,g/kg,,,,,,,,,,1800,3200,,Lu 2000,,,5,,877.68,mg/kg,1.15,L/mg,no totalP data
599,617,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,Inceptisols,,Inceptisols,,5.98,h2o,16.55,g/kg,,,,,,,,,,2000,4200,,Lu 2000,,,61,,545.95,mg/kg,0.38,L/mg,no totalP data
600,618,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,Inceptisols,,Inceptisols,,4.91,h2o,5.15,g/kg,,,,,,,,,,2200,4500,,Lu 2000,,,2.5,,1076.43,mg/kg,1.53,L/mg,no totalP data
601,619,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,??,,Ultisols,,5.85,h2o,4.01,g/kg,,,,,,,,,,840,2000,,Lu 2000,,,4,,666.55,mg/kg,0.35,L/mg,no total P data
602,620,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,??,,Ultisols,,6.37,h2o,4.25,g/kg,,,,,,,,,,220,900,,Lu 2000,,,1.3,,300.24,mg/kg,0.79,L/mg,no total P data
603,621,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,??,,Ultisols,,4.52,h2o,21.95,g/kg,,,,,,,,,,1600,3100,,Lu 2000,,,3.6,,881.01,mg/kg,0.52,L/mg,no total P data
604,622,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,nothing,,??,,Ultisols,,6.94,h2o,8.92,g/kg,,,,,,,,,,610,610,,Lu 2000,,,2.6,,392.16,mg/kg,0.16,L/mg,no total P data
605,623,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,???,,Ultisols,,6.29,h2o,17.88,g/kg,,,,,,,,,,700,3700,,Lu 2000,,,102,,321.18,mg/kg,0.09,L/mg,no total P data
606,624,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,forest,,???,,Ultisols,,6.59,h2o,13.4,g/kg,,,,,,,,,,650,3100,,Lu 2000,,,33,,299.67,mg/kg,1.33,L/mg,no total P data
607,625,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,???,,Inceptisols,,4.42,h2o,14.4,g/kg,,,,,,,,,,1400,3400,,Lu 2000,,,9,,605.53,mg/kg,0.52,L/mg,no total P data
608,626,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,???,,Inceptisols,,4.58,h2o,11.01,g/kg,,,,,,,,,,1600,2700,,Lu 2000,,,4.4,,930.74,mg/kg,1.13,L/mg,no total P data
609,627,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,vegetable,,???,,Inceptisols,,4.89,h2o,7.71,g/kg,,,,,,,,,,1600,2500,,Lu 2000,,,7.2,,676.03,mg/kg,0.97,L/mg,no total P data
610,628,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,?????,,Inceptisols,,4.66,h2o,50.64,g/kg,,,,,,,,,,980,2700,,Lu 2000,,,9.4,,452.01,mg/kg,0.76,L/mg,no total P data
611,629,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,???,,Inceptisols,,4.48,h2o,25.09,g/kg,,,,,,,,,,2000,3500,,Lu 2000,,,8.8,,745.07,mg/kg,1.5,L/mg,no total P data
612,630,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,???,,Inceptisols,,4.52,h2o,14.37,g/kg,,,,,,,,,,1900,3500,,Lu 2000,,,0.7,,729.98,mg/kg,0.66,L/mg,no total P data
613,631,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,cropland,,???,,Inceptisols,,5.09,h2o,22.86,g/kg,,,,,,,,,,1800,3200,,Lu 2000,,,5,,877.68,mg/kg,1.15,L/mg,no total P data
614,632,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,???,,Inceptisols,,5.98,h2o,16.55,g/kg,,,,,,,,,,2000,4200,,Lu 2000,,,61,,545.95,mg/kg,0.38,L/mg,no total P data
615,633,XiaoYan,2019,????????????????????,115.95,28.55,,,Jiangxi,Nanchang,0-20,,,grassland,,???,,Inceptisols,,4.91,h2o,5.15,g/kg,,,,,,,,,,2200,4500,,Lu 2000,,,2.5,,1076.43,mg/kg,1.53,L/mg,no total P data
616,634,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,,,Mollisols,,6.11,h2o,45.3,g/kg,,,,,,,,,,,,,,,,2.2,0.64,636.54,mg/kg,0.0039,L/mg,
617,635,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,,,Mollisols,,6.05,h2o,64.4,g/kg,,,,,,,,,,,,,,,,0.8,0.8,725.77,mg/kg,0.0024,L/mg,
618,636,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,,,Mollisols,,6.02,h2o,71.8,g/kg,,,,,,,,,,,,,,,,2.9,1.04,686.2,mg/kg,0.0033,L/mg,
619,637,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,grassland,,,,Mollisols,,6.38,h2o,62,g/kg,,,,,,,,,,,,,,,,5.6,0.95,820.93,mg/kg,0.0041,L/mg,
620,638,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,,,Mollisols,,6.12,h2o,41.01396,g/kg,,,,,20.36,,,,,,,,,,,8.39,0.67,692.24,mg/kg,0.0031,L/mg,
621,639,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,,,Mollisols,,5.94,h2o,42.51384,g/kg,,,,,31.47,,,,,,,,,,,2.27,0.76,759.41,mg/kg,0.0033,L/mg,
622,640,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,,,Mollisols,,5.98,h2o,45.20328,g/kg,,,,,40.83,,,,,,,,,,,2.7,0.67,699.88,mg/kg,0.0031,L/mg,
623,641,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,,,Mollisols,,5.77,h2o,45.03088,g/kg,,,,,35.64,,,,,,,,,,,1.81,0.66,700.62,mg/kg,0.003,L/mg,
624,642,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,,,Mollisols,,6.07,h2o,59.02976,g/kg,,,,,34.29,,,,,,,,,,,2.83,0.84,678.88,mg/kg,0.0028,L/mg,
625,643,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,??,,Mollisols,,6.11,h2o,45.3,g/kg,,,,,,,,,,,,,,,,2.2,0.64,636.54,mg/kg,0.0039,L/mg,
626,644,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,??,,Mollisols,,6.05,h2o,64.4,g/kg,,,,,,,,,,,,,,,,0.8,0.8,725.77,mg/kg,0.0024,L/mg,
627,645,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,forest,,??,,Mollisols,,6.02,h2o,71.8,g/kg,,,,,,,,,,,,,,,,2.9,1.04,686.2,mg/kg,0.0033,L/mg,
628,646,Xiaoyan Yang,2013,????????????????????,125.39,48.31,,,Heilongjiang,??,0-40,,,grassland,,??,,Mollisols,,6.38,h2o,62,g/kg,,,,,,,,,,,,,,,,5.6,0.95,820.93,mg/kg,0.0041,L/mg,
629,647,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,??,,Mollisols,,6.12,h2o,,,23.79,g/kg,,,20.36,,,,,,,,,,,8.39,0.67,692.24,mg/kg,0.0031,L/mg,
630,648,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,??,,Mollisols,,5.94,h2o,,,24.66,g/kg,,,31.47,,,,,,,,,,,2.27,0.76,759.41,mg/kg,0.0033,L/mg,
631,649,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,??,,Mollisols,,5.98,h2o,,,26.22,g/kg,,,40.83,,,,,,,,,,,2.7,0.67,699.88,mg/kg,0.0031,L/mg,
632,650,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,??,,Mollisols,,5.77,h2o,,,26.12,g/kg,,,35.64,,,,,,,,,,,1.81,0.66,700.62,mg/kg,0.003,L/mg,
633,651,Xiaoyan Yang,2014,????????????????????????,125.39,48.31,,,Heilongjiang,??,0-10,,,forest,,??,,Mollisols,,6.07,h2o,,,34.24,g/kg,,,34.29,,,,,,,,,,,2.83,0.84,678.88,mg/kg,0.0028,L/mg,
634,652,Xiaoyun Wang,2012,"Phosphorus adsorption characteristics at the sediment–water interface and relationship with sediment properties in FUSHI reservoir, China",119.5,30.64,,,Zhejiang,,,,,,,,,Inceptisols,,7.4,h2o,28.45,mg/kg,,,,,35.23,,42.08,,,311.45,1629.8,,Mckeague and Day 1966,,,,0.843,769.5,mg/kg,0.28,L/kg,unit problem
635,653,Xiaoyun Wang,2012,"Phosphorus adsorption characteristics at the sediment–water interface and relationship with sediment properties in FUSHI reservoir, China",119.5,30.64,,,Zhejiang,,,,,,,,,Inceptisols,,7.28,h2o,29.59,mg/kg,,,,,36.02,,40.91,,,445.8,1655.9,,Mckeague and Day 1966,,,,0.822,825.7,mg/kg,0.27,L/kg,unit problem
636,654,Xiaoyun Wang,2012,"Phosphorus adsorption characteristics at the sediment–water interface and relationship with sediment properties in FUSHI reservoir, China",119.5,30.64,,,Zhejiang,,,,,,,,,Inceptisols,,7.36,h2o,26.41,mg/kg,,,,,34.53,,41.96,,,487.3,1587.11,,Mckeague and Day 1966,,,,0.582,756.53,mg/kg,0.18,L/kg,unit problem
637,655,Xiaoyun Wang,2012,"Phosphorus adsorption characteristics at the sediment–water interface and relationship with sediment properties in FUSHI reservoir, China",119.5,30.64,,,Zhejiang,,,,,,,,,Inceptisols,,7.52,h2o,25.72,mg/kg,,,,,32.15,,45.46,,,486.74,1350.5,,Mckeague and Day 1966,,,,0.51,618.98,mg/kg,0.58,L/kg,unit problem
638,656,Xiaoyun Wang,2013,Phosphorus Adsorption by Soils from Four Land Use Patterns,119.67,30.63,,,Zhejiang,Anji,1~10,,,arable,woodland,,,Inceptisols,,6.07,h2o,19.61,g/kg,,,,,12.17,,32.37,,,71,450,,Mckeague and Day 1966,,,16.92,,91.26,mg/kg,1.21,L/mg,no totalP data
639,657,Xiaoyun Wang,2013,Phosphorus Adsorption by Soils from Four Land Use Patterns,119.67,30.63,,,Zhejiang,Anji,1~10,,,arable,woodland,,,Inceptisols,,6.45,h2o,23.2,g/kg,,,,,12.1,,35.42,,,50,570,,Mckeague and Day 1966,,,20.67,,71.2,mg/kg,2.16,L/mg,no totalP data
640,658,Xiaoyun Wang,2013,Phosphorus Adsorption by Soils from Four Land Use Patterns,119.67,30.63,,,Zhejiang,Anji,1~10,,,arable,rice,,,Inceptisols,,7.45,h2o,26.39,g/kg,,,,,42.76,,41.08,,,370,830,,Mckeague and Day 1966,,,14.73,,325.11,mg/kg,0.98,L/mg,no totalP data
641,659,Xiaoyun Wang,2013,Phosphorus Adsorption by Soils from Four Land Use Patterns,119.67,30.63,,,Zhejiang,Anji,1~10,,,arable,vegetable,,,Inceptisols,,4.48,h2o,25.21,g/kg,,,,,33.23,,44.08,,,100,950,,Mckeague and Day 1966,,,23.5,,185.96,mg/kg,2.68,L/mg,no totalP data
642,660,Xing Wu,2022,????????????????????????,117.52,39.6,117.52,39.6,Tianjin,Wuqing,0-20,,,,,??,,Inceptisols,,7.49,h2o,,,30.02,g/kg,,,,,,,,,,,,,,189.51,1.07,889.08,mg/kg,0.0012,L/mg,
643,661,Xinghua Shao,2007,????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,5.26,h2o,2.28,g/kg,,,,,,,,,,,,,,,,13.3285,0.089,282.781,mg/kg,0.148,L/mg,
644,662,Xinghua Shao,2007,????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,7.01,h2o,20.92,g/kg,,,,,,,,,,,,,,,,105.52,0.447,789.702,mg/kg,0.058,L/mg,
645,663,Xinghua Shao,2010,???????????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,4.7,h2o,4.25,g/kg,,,,,,,,,,,639.21,,Lu 2000,,,1.43,0.19,808.73,mg/kg,0.031,L/mg,
646,664,Xinghua Shao,2010,???????????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,4.8,h2o,4.21,g/kg,,,,,,,,,,,528.53,,Lu 2000,,,1.44,0.19,854.62,mg/kg,0.027,L/mg,
647,665,Xinghua Shao,2010,???????????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,4.8,h2o,4.34,g/kg,,,,,,,,,,,627.67,,Lu 2000,,,1.85,0.24,956.75,mg/kg,0.042,L/mg,
648,666,Xinghua Shao,2010,???????????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,4.7,h2o,4.32,g/kg,,,,,,,,,,,638.41,,Lu 2000,,,2.36,0.28,941.08,mg/kg,0.016,L/mg,
649,667,Xinghua Shao,2010,???????????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,??,,Ultisols,,4.8,h2o,4.27,g/kg,,,,,,,,,,,523.48,,Lu 2000,,,4.08,0.32,794.22,mg/kg,0.026,L/mg,
650,668,Xinghua Shao,2010,?????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,cropland,,????,,Ultisols,,4.46,h2o,5.1,g/kg,,,,,,,,,,,410.6,,Lu 2000,,,7.31,0.143,536,mg/kg,0.129,L/mg,
651,669,Xinghua Shao,2010,?????????????????,117.94,28.46,,,Jiangxi,Shangrao,0-20,,,paddy soil,,???,,Inceptisols,,6.43,h2o,34.3,g/kg,,,,,,,,,,,6284.6,,Lu 2000,,,133.68,0.521,1168,mg/kg,0.176,L/mg,
652,670,Xingyong Jia,2011,???????????????????????,110.2,20.05,,,Hainan,Haikou,0-20,,,,,???,,Entisols,,4.93,h2o,15.1,g/kg,,,,,24,,,,,,,,,,,8.9,0.451,625,mg/kg,0.006199148,L/mg,
653,671,Xingyong Jia,2011,???????????????????????,111.87,26.75,,,Hunan,Qiyang,0-20,,,,,??,,Inceptisols,,5.31,h2o,8.7,g/kg,,,,,48,,,,,,,,,,,4,0.292,434.7826087,mg/kg,0.101321586,L/mg,
654,672,Xingyong Jia,2011,???????????????????????,117.07,28.26,,,Zhejiang,Jiaxing,0-20,,,,,???,,Inceptisols,,6.7,h2o,14.2,g/kg,,,,,47,,,,,,,,,,,16.6,0.567,500,mg/kg,0.051020408,L/mg,
655,673,Xingyong Jia,2011,???????????????????????,120.15,30.33,,,Zhejiang,Hangzhou,0-20,,,,,???,,Inceptisols,,6.8,h2o,24.6,g/kg,,,,,21,,,,,,,,,,,16.3,1.321,555.5555556,mg/kg,0.028892456,L/mg,
656,674,Xingyong Jia,2011,???????????????????????,107.55,29.75,,,Chongqing,Chongqing,0-20,,,,,???,,Inceptisols,,7.12,h2o,9.9,g/kg,,,,,46,,,,,,,,,,,5.2,0.33,166.6666667,mg/kg,0.076335878,L/mg,
657,675,Xingyong Jia,2011,???????????????????????,108.13,34.45,,,Shaanxi,Yangling,0-20,,,,,??,,Entisols,,8.83,h2o,6.2,g/kg,,,,,14,,,,,,,,,,,9.1,0.59,370.3703704,mg/kg,0.038189533,L/mg,
658,676,Xingyong Jia,2011,???????????????????????,113.63,34.75,,,Henan,Zhengzhou,0-20,,,,,??,,Inceptisols,,8.86,h2o,15.7,g/kg,,,,,21,,,,,,,,,,,6.31,0.675,416.6666667,mg/kg,0.008898776,L/mg,
659,677,Xingyong Jia,2011,???????????????????????,100.78,39.55,,,Gansu,Zhangye,0-20,,,,,???,,Inceptisols,,8.86,h2o,10.2,g/kg,,,,,32,,,,,,,,,,,10.1,0.849,370.3703704,mg/kg,0.012402389,L/mg,
660,678,Xingyong Jia,2011,???????????????????????,116.35,37.44,,,Shandong,dezhou,0-20,,,,,??,,Inceptisols,,8.9,h2o,6.9,g/kg,,,,,21,,,,,,,,,,,5.45,0.992,344.8275862,mg/kg,0.016801854,L/mg,
661,679,Xingyong Jia,2011,???????????????????????,116.67,39.52,,,Hebei,Langfang ,0-20,,,,,??,,Inceptisols,,8.84,h2o,6,g/kg,,,,,47,,,,,,,,,,,9.3,0.603,131.5789474,mg/kg,0.008800371,L/mg,
662,680,Xingyong Jia,2011,???????????????????????,114.53,38.09,,,Hebei,Shijiazhuang,0-20,,,,,??,,Inceptisols,,8.19,h2o,10,g/kg,,,,,21,,,,,,,,,,,12.1,0.369,270.2702703,mg/kg,0.021803182,L/mg,
663,681,Xingyong Jia,2011,???????????????????????,115.52,40.5,,,Beijing,lingshan,0-20,,,,,??,,Inceptisols,,7.48,h2o,42.8,g/kg,,,,,21,,,,,,,,,,,4.06,0.747,312.5,mg/kg,0.0279965,L/mg,
664,682,Xingyong Jia,2011,???????????????????????,119.76,49.22,,,Neimenggu,Hulunbeier,0-20,,,,,???,,Mollisols,,7.66,h2o,26.6,g/kg,,,,,,,,,,,,,,,,9.08,0.315,384.6153846,mg/kg,0.114035088,L/mg,
665,683,Xingyong Jia,2011,???????????????????????,87.61,43.87,,,Xinjiang,Ulumuqi,0-20,,,,,???,,Aridisols,,8.72,h2o,8.7,g/kg,,,,,19,,,,,,,,,,,3.62,0.612,370.3703704,mg/kg,0.00809838,L/mg,
666,684,Xingyong Jia,2011,???????????????????????,124.82,43.51,,,Jilin,Gongzhuling,0-20,,,,,??,,Mollisols,,7.82,h2o,21.7,g/kg,,,,,23,,,,,,,,,,,18.8,0.538,400,mg/kg,0.095057034,L/mg,
667,685,Xingyong Jia,2011,???????????????????????,126.86,47.79,,,Heilongjiang,Hailun,0-20,,,,,??,,Mollisols,,6.56,h2o,30.3,g/kg,,,,,5,,,,,,,,,,,12.6,0.628,555.5555556,mg/kg,0.049586777,L/mg,
668,686,Xingyong Jia,2011,???????????????????????,113.3,23.18,,,Guangdong,Guangzhou,0-20,,,,,???,,Inceptisols,,7.27,h2o,14.7,g/kg,,,,,46,,,,,,,,,,,9.17,0.481,400,mg/kg,0.023191095,L/mg,
669,687,Xinming Zhang,2000,???????????????????,,,,,Guangdong,Zhanjiang,0-20,,,cropland,rice,,,Ultisols,,5.8,h2o,34.46,g/kg,,,,,33.24,,,,,,,,,,,12.2,1.066,993,mg/kg,0.4951,L/mg,
670,688,Xinming Zhang,2000,???????????????????,,,,,Guangdong,Yangchun,0-20,,,cropland,rice,,,Inceptisols,,4.9,h2o,24.35,g/kg,,,,,34.76,,,,,,,,,,,12.3,0.536,495,mg/kg,0.8556,L/mg,
671,689,Xinming Zhang,2000,???????????????????,,,,,Guangdong,Huazhou,0-20,,,cropland,rice,,,Inceptisols,,7.7,h2o,37.33,g/kg,,,,,46.57,,,,,,,,,,,30.3,0.918,565,mg/kg,0.2566,L/mg,
672,690,Xinming Zhang,2000,???????????????????,,,,,Guangdong,Conghua,0-20,,,cropland,rice,,,Inceptisols,,4.9,h2o,23.51,g/kg,,,,,30.26,,,,,,,,,,,15.5,0.502,311,mg/kg,0.547,L/mg,
673,691,Xinming Zhang,2000,???????????????????,,,,,Guangdong,Dongguan,0-20,,,cropland,rice,,,Ultisols,,6.5,h2o,18.51,g/kg,,,,,29,,,,,,,,,,,25.7,0.922,449,mg/kg,0.8092,L/mg,
674,692,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,0-5,,,cropland,vegetable,???,,Ultisols,,5.81,h2o,21.69,g/kg,,,,,,,,,14.38,110,4940,,Lu 2000,,,67.89,0.863,555.56,mg/kg,0.092789258,L/mg,total P for related paper
675,693,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,5~20,,,cropland,vegetable,???,,Ultisols,,7.07,h2o,20.84,g/kg,,,,,,,,,22.5,110,5420,,Lu 2000,,,26.33,0.673,555.56,mg/kg,0.514273886,L/mg,total P for related paper
676,694,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,0-5,,,cropland,vegetable,???,,Ultisols,,6.54,h2o,25,g/kg,,,,,,,,,40.42,140,3000,,Lu 2000,,,70.33,1.44,357.14,mg/kg,0.045304362,L/mg,total P for related paper
677,695,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,5~20,,,cropland,vegetable,???,,Ultisols,,6.94,h2o,22.2,g/kg,,,,,,,,,52.79,100,3030,,Lu 2000,,,36.67,1.059,437.78,mg/kg,0.132806432,L/mg,total P for related paper
678,696,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,0-5,,,cropland,vegetable,???,,Ultisols,,5.75,h2o,24.7,g/kg,,,,,,,,,22.08,120,2440,,Lu 2000,,,96.9,1.477,322.58,mg/kg,0.04491909,L/mg,total P for related paper
679,697,Xiumei Gao,2010,????????????????????,118.68,31.97,,,Jiangsu,Nanjing,5~20,,,cropland,vegetable,???,,Ultisols,,5.94,h2o,21.13,g/kg,,,,,,,,,32.55,140,2120,,Lu 2000,,,71.33,1.052,400,mg/kg,0.153375,L/mg,total P for related paper
680,698,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanjing lishui,0-10,,,,,???,,Inceptisols,,7.45,h2o,14.1,g/kg,,,,,37.2,,,,,,,,,,,,,581.01,mg/kg,0.344,L/mg,
681,699,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanjing gaoting,10~20,,,,,???,,Inceptisols,,7.33,h2o,11.1,g/kg,,,,,36.5,,,,,,,,,,,,,526.04,mg/kg,0.396,L/mg,
682,700,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanjing gaoting,0-10,,,,,???,,Inceptisols,,5.29,h2o,15.3,g/kg,,,,,35.3,,,,,,,,,,,,,504.29,mg/kg,0.261,L/mg,
683,701,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanjing gaoting,10~20,,,,,???,,Inceptisols,,6.04,h2o,13,g/kg,,,,,39.7,,,,,,,,,,,,,499.46,mg/kg,0.409,L/mg,
684,702,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanting liuhequ,0-10,,,,,???,,Inceptisols,,5.69,h2o,27.1,g/kg,,,,,41.3,,,,,,,,,,,,,546.69,mg/kg,0.333,L/mg,
685,703,Xuejian Xie,2008,??????????????,,,,,Jiangsu,Nanjing gaoting,10~20,,,,,???,,Inceptisols,,6.03,h2o,25.4,g/kg,,,,,38.2,,,,,,,,,,,,,507.92,mg/kg,0.48,L/mg,
686,704,Xuejian Xie,2008,??????????????,119.02,31.66,,,Jiangsu,Lishui,0-10,,,paddy soil,,??????,,Inceptisols,,7.45,h2o,14.1,g/kg,,,,,37.2,,,,,,,,,,,,,581.01,mg/kg,0.344,L/mg,
687,705,Xuejian Xie,2008,??????????????,119.02,31.66,,,Jiangsu,Lishui,10~20,,,paddy soil,,??????,,Inceptisols,,7.33,h2o,11.1,g/kg,,,,,36.5,,,,,,,,,,,,,526.24,mg/kg,0.396,L/mg,
688,706,Xuejian Xie,2008,??????????????,118.82,31.33,,,Jiangsu,Gaochun,0-10,,,paddy soil,,??????,,Inceptisols,,5.29,h2o,15.3,g/kg,,,,,39.7,,,,,,,,,,,,,504.29,mg/kg,0.261,L/mg,
689,707,Xuejian Xie,2008,??????????????,118.82,31.33,,,Jiangsu,Gaochun,10~20,,,paddy soil,,??????,,Inceptisols,,6.04,h2o,13,g/kg,,,,,38.6,,,,,,,,,,,,,499.46,mg/kg,0.409,L/mg,
690,708,Xuejian Xie,2008,??????????????,118.93,32.42,,,Jiangsu,Liuhe,0-10,,,paddy soil,,??????,,Inceptisols,,5.69,h2o,27.1,g/kg,,,,,41.38,,,,,,,,,,,,,546.69,mg/kg,0.333,L/mg,
691,709,Xuejian Xie,2008,??????????????,118.93,32.42,,,Jiangsu,Liuhe,10~20,,,paddy soil,,??????,,Inceptisols,,6.03,h2o,25.4,g/kg,,,,,38.2,,,,,,,,,,,,,507.92,mg/kg,0.48,L/mg,
692,710,Xuexia Tang,2022,Inorganic Phosphorus Transformation and Phosphorus Adsorption–Desorption Properties of Soil in a Cotton Field Under Mulched Drip Irrigation in Xinjiang: A Four-Year Field Assessment,86.73,45.32,,,Xinjiang,Manas,0-5,,,cropland,cotton,gray desert soil with a loam,,Aridisols,,8.13,h2o,8.15,g/kg,,,,,26.22,,48.65,,78.11,,,,,,,12.07,0.85,588.2,mg/kg,0.0065,L/mg,
693,711,Xuexia Tang,2022,Inorganic Phosphorus Transformation and Phosphorus Adsorption–Desorption Properties of Soil in a Cotton Field Under Mulched Drip Irrigation in Xinjiang: A Four-Year Field Assessment,86.73,45.32,,,Xinjiang,Manas,0-5,,,cropland,cotton,gray desert soil with a loam,,Aridisols,,8.15,h2o,7.41,g/kg,,,,,19.74,,54.32,,72.58,,,,,,,13.07,0.9,357.1,mg/kg,0.0169,L/mg,
694,712,Xuexia Tang,2022,Inorganic Phosphorus Transformation and Phosphorus Adsorption–Desorption Properties of Soil in a Cotton Field Under Mulched Drip Irrigation in Xinjiang: A Four-Year Field Assessment,86.73,45.32,,,Xinjiang,Manas,0-5,,,cropland,cotton,gray desert soil with a loam,,Aridisols,,8.14,h2o,6.87,g/kg,,,,,19.2,,55.04,,76.04,,,,,,,15.92,0.89,769.2,mg/kg,0.0079,L/mg,
